classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Class Count
hyena,5,"['red wolf or maned wolf', 'african wild dog', 'jaguar', 'lion', 'warthog']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.9,0.978,0.9,0.001,0.939,276,1300
red fox,6,"['kit fox', 'grey fox', 'red wolf or maned wolf', 'coyote', 'dingo']","[0.2399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4708400523691691,0.6399999999999999,0.571,0.64,0.001,0.605,277,1300
kit fox,3,"['red fox', 'dingo', 'grey fox']","[0.36, 0.04, 0.04]",0.7071067811865481,0.5599999999999999,0.596,0.56,0.001,0.578,278,1300
arctic fox,1,['alaskan tundra wolf'],[0.04],0.0,0.96,0.98,0.96,0.001,0.97,279,1300
grey fox,5,"['red fox', 'red wolf or maned wolf', 'kit fox', 'coyote', 'arctic fox']","[0.08, 0.06, 0.06, 0.04, 0.02]",-0.2715454178836395,0.74,0.74,0.74,0.001,0.74,280,1300
tabby cat,5,"['tiger cat', 'egyptian mau', 'persian cat', 'laptop computer', 'volcano']","[0.12, 0.1, 0.02, 0.02, 0.02]",0.4692912730377025,0.7200000000000001,0.537,0.72,0.001,0.629,281,1300
tiger cat,10,"['tabby cat', 'tiger', 'egyptian mau', 'siberian husky', 'lynx']","[0.2799999999999999, 0.2399999999999999, 0.0999999999999999, 0.0199999999999999, 0.0199999999999999]",0.2544232240257165,0.2399999999999999,0.571,0.24,0.0,0.406,282,1300
persian cat,3,"['samoyed', 'siamese cat', 'egyptian mau']","[0.02, 0.02, 0.02]",0.0,0.94,0.887,0.94,0.001,0.914,283,1300
siamese cat,4,"['tabby cat', 'persian cat', 'cougar', 'lynx']","[0.02, 0.02, 0.02, 0.02]",0.0,0.9200000000000002,0.821,0.92,0.001,0.87,284,1300
egyptian mau,10,"['tabby cat', 'siamese cat', 'tiger cat', 'persian cat', 'wallaby']","[0.1399999999999999, 0.06, 0.04, 0.04, 0.02]",1.1701586322559543,0.6,0.577,0.6,0.001,0.588,285,1300
cougar,3,"['egyptian mau', 'lion', 'cheetah']","[0.02, 0.02, 0.02]",0.0,0.94,0.94,0.94,0.001,0.94,286,1300
lynx,7,"['egyptian mau', 'tabby cat', 'jaguar', 'grey wolf', 'cougar']","[0.08, 0.04, 0.04, 0.02, 0.02]",0.9128709291752768,0.7600000000000001,0.844,0.76,0.001,0.802,287,1300
leopard,2,"['jaguar', 'cheetah']","[0.1399999999999999, 0.04]",2.428057754855222e-16,0.8200000000000001,0.804,0.82,0.001,0.812,288,1300
snow leopard,3,"['leopard', 'lynx', 'jaguar']","[0.06, 0.04, 0.02]",-3.4418417623860006e-16,0.88,0.957,0.88,0.001,0.918,289,1300
jaguar,4,"['leopard', 'snow leopard', 'cheetah', 'sloth bear']","[0.06, 0.04, 0.02, 0.02]",0.4933822002181591,0.86,0.768,0.86,0.001,0.814,290,1300
lion,1,['ox'],[0.02],0.0,0.98,0.907,0.98,0.001,0.944,291,1300
tiger,2,"['jaguar', 'lion']","[0.02, 0.02]",0.0,0.96,0.8,0.96,0.001,0.88,292,1300
cheetah,2,"['leopard', 'warthog']","[0.06, 0.02]",0.0,0.92,0.902,0.92,0.001,0.911,293,1300
brown bear,3,"['wombat', 'american black bear', 'fox squirrel']","[0.02, 0.02, 0.02]",0.0,0.94,0.87,0.94,0.001,0.905,294,1300
american black bear,3,"['brown bear', 'sloth bear', 'valley']","[0.08, 0.04, 0.02]",0.3818017741606074,0.86,0.86,0.86,0.001,0.86,295,1300
polar bear,3,"['brown bear', 'milk can', 'teddy bear']","[0.02, 0.02, 0.02]",0.0,0.94,0.959,0.94,0.001,0.95,296,1300
sloth bear,6,"['american black bear', 'australian kelpie', 'brown bear', 'european polecat', 'otter']","[0.08, 0.02, 0.02, 0.02, 0.02]",1.5000000000000002,0.8199999999999998,0.854,0.82,0.001,0.837,297,1300
mongoose,8,"['meerkat', 'indri', 'indian cobra', 'coyote', 'grey fox']","[0.1, 0.04, 0.02, 0.02, 0.02]",1.290994448735805,0.74,0.841,0.74,0.001,0.79,298,1300
meerkat,3,"['mongoose', 'badger', 'three toed sloth']","[0.04, 0.02, 0.02]",0.7071067811865479,0.92,0.852,0.92,0.001,0.886,299,1300
tiger beetle,3,"['ground beetle', 'longhorn beetle', 'fly']","[0.04, 0.02, 0.02]",0.7071067811865479,0.92,0.793,0.92,0.001,0.856,300,1300
ladybug,4,"['leaf beetle', 'southern black widow', 'bee', 'horse chestnut seed']","[0.0799999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.1547005383792508,0.8599999999999999,0.796,0.86,0.001,0.828,301,1300
ground beetle,4,"['tiger beetle', 'rhinoceros beetle', 'longhorn beetle', 'fly']","[0.2, 0.06, 0.02, 0.02]",0.9978697176912956,0.7,0.854,0.7,0.001,0.777,302,1300
longhorn beetle,7,"['leaf beetle', 'yellow garden spider', 'southern black widow', 'weevil', 'ant']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8199999999999998,0.788,0.82,0.001,0.804,303,1300
leaf beetle,8,"['ladybug', 'tiger beetle', 'longhorn beetle', 'rhinoceros beetle', 'weevil']","[0.1599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4286267334338285,0.6799999999999999,0.708,0.68,0.001,0.694,304,1300
dung beetle,6,"['rhinoceros beetle', 'ground beetle', 'leaf beetle', 'weevil', 'tennis ball']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.86,0.915,0.86,0.001,0.888,305,1300
rhinoceros beetle,2,"['dung beetle', 'dragonfly']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.857,0.96,0.001,0.908,306,1300
weevil,5,"['longhorn beetle', 'leaf beetle', 'leafhopper', 'ground beetle', 'dung beetle']","[0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",-0.4082482904638636,0.84,0.933,0.84,0.001,0.887,307,1300
fly,7,"['wolf spider', 'dung beetle', 'bee', 'grasshopper', 'stick insect']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.86,0.782,0.86,0.001,0.821,308,1300
bee,10,"['fly', 'apiary', 'hummingbird', 'longhorn beetle', 'ant']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.7400000000000001,0.86,0.74,0.001,0.8,309,1300
ant,12,"['axolotl', 'barn spider', 'southern black widow', 'tarantula', 'centipede']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.7600000000000001,0.745,0.76,0.001,0.752,310,1300
grasshopper,4,"['cricket insect', 'stick insect', 'fly', 'sliding door']","[0.18, 0.04, 0.02, 0.02]",1.1048677404590073,0.74,0.597,0.74,0.001,0.668,311,1300
cricket insect,6,"['grasshopper', 'isopod', 'longhorn beetle', 'cockroach', 'cicada']","[0.34, 0.02, 0.02, 0.02, 0.02]",1.5000000000000004,0.5599999999999999,0.7,0.56,0.001,0.63,312,1300
stick insect,7,"['praying mantis', 'european green lizard', 'barn spider', 'longhorn beetle', 'ant']","[0.08, 0.02, 0.02, 0.02, 0.02]",1.5000000000000002,0.8000000000000002,0.816,0.8,0.001,0.808,313,1300
cockroach,9,"['european garden spider', 'rhinoceros beetle', 'leafhopper', 'doormat', 'maraca']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8199999999999998,0.854,0.82,0.001,0.837,314,1300
praying mantis,6,"['grasshopper', 'stick insect', 'carolina anole', 'bee', 'damselfly']","[0.0799999999999999, 0.0799999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.4082482904638634,0.7599999999999999,0.826,0.76,0.001,0.793,315,1300
cicada,2,"['tick', 'fly']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.873,0.96,0.001,0.916,316,1300
leafhopper,4,"['cicada', 'cricket insect', 'cockroach', 'lacewing']","[0.04, 0.02, 0.02, 0.02]",1.1547005383792517,0.9,0.918,0.9,0.001,0.909,317,1300
lacewing,6,"['fly', 'barn spider', 'cricket insect', 'praying mantis', 'dragonfly']","[0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.5000000000000002,0.84,0.894,0.84,0.001,0.867,318,1300
dragonfly,2,"['damselfly', 'fly']","[0.0999999999999999, 0.0199999999999999]",1.873501354054943e-16,0.8799999999999999,0.83,0.88,0.001,0.855,319,1300
damselfly,2,"['dragonfly', 'daisy']","[0.1, 0.02]",2.8102520310824285e-16,0.88,0.846,0.88,0.001,0.863,320,1300
red admiral butterfly,0,[],[],0.0,1.0,0.962,1.0,0.001,0.981,321,1300
ringlet butterfly,1,['gossamer winged butterfly'],[0.04],0.0,0.96,0.941,0.96,0.001,0.95,322,1300
monarch butterfly,3,"['plant pot', 'strainer', 'split rail fence']","[0.02, 0.02, 0.02]",0.0,0.94,0.979,0.94,0.001,0.96,323,1300
small white butterfly,1,['sulphur butterfly'],[0.02],0.0,0.98,0.98,0.98,0.001,0.98,324,1300
sulphur butterfly,3,"['hummingbird', 'monarch butterfly', 'small white butterfly']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.9399999999999998,0.979,0.94,0.001,0.96,325,1300
gossamer winged butterfly,2,"['ringlet butterfly', 'red admiral butterfly']","[0.06, 0.02]",0.0,0.92,0.958,0.92,0.001,0.939,326,1300
starfish,3,"['piggy bank', 'wallet', 'valley']","[0.02, 0.02, 0.02]",0.0,0.94,0.825,0.94,0.001,0.882,327,1300
sea urchin,6,"['brain coral', 'conch', 'sea slug', 'rock crab', 'coral reef']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.88,0.898,0.88,0.001,0.889,328,1300
sea cucumber,11,"['coral reef', 'stingray', 'terrapin', 'sea snake', 'sea slug']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7600000000000001,0.844,0.76,0.001,0.802,329,1300
cottontail rabbit,5,"['hare', 'wombat', 'angora rabbit', 'fox squirrel', 'marmot']","[0.2, 0.02, 0.02, 0.02, 0.02]",1.5000000000000002,0.7200000000000001,0.878,0.72,0.001,0.799,330,1300
hare,1,['cottontail rabbit'],[0.08],0.0,0.92,0.807,0.92,0.001,0.864,331,1300
angora rabbit,1,['maltese'],[0.02],0.0,0.98,0.942,0.98,0.001,0.961,332,1300
hamster,0,[],[],0.0,1.0,0.893,1.0,0.001,0.946,333,1300
porcupine,3,"['echidna', 'jaguar', 'armadillo']","[0.02, 0.02, 0.02]",0.0,0.94,0.922,0.94,0.001,0.931,334,1300
fox squirrel,7,"['platypus', 'schipperke', 'leopard', 'marmot', 'common squirrel monkey']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8600000000000001,0.935,0.86,0.001,0.898,335,1206
marmot,4,"['american black bear', 'mongoose', 'ram adult male sheep', 'otter']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.821,0.92,0.001,0.87,336,1300
beaver,4,"['marmot', 'wombat', 'hamster', 'porcupine']","[0.1, 0.04, 0.02, 0.02]",0.957549162553564,0.8200000000000001,0.932,0.82,0.001,0.876,337,1300
guinea pig,6,"['hamster', 'wombat', 'angora rabbit', 'beaver', 'armadillo']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.8599999999999999,0.935,0.86,0.001,0.898,338,1300
common sorrel horse,0,[],[],0.0,1.0,0.98,1.0,0.001,0.99,339,1300
zebra,3,"['ostrich', 'bouvier des flandres dog', 'yurt']","[0.02, 0.02, 0.02]",0.0,0.94,0.979,0.94,0.001,0.96,340,1300
pig,8,"['wild boar', 'australian silky terrier', 'mexican hairless dog xoloitzcuintli', 'sloth bear', 'warthog']","[0.26, 0.02, 0.02, 0.02, 0.02]",1.499999999999999,0.5999999999999999,0.882,0.6,0.001,0.741,341,1300
wild boar,5,"['pig', 'warthog', 'bison', 'mink', 'baboon']","[0.04, 0.04, 0.04, 0.02, 0.02]",-0.4082482904638626,0.8400000000000001,0.75,0.84,0.001,0.795,342,1300
warthog,2,"['kit fox', 'mongoose']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.857,0.96,0.001,0.908,343,1300
hippopotamus,2,"['platypus', 'water buffalo']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.96,0.96,0.001,0.96,344,1300
ox,3,"['bullock cart', 'water buffalo', 'horse drawn vehicle']","[0.2399999999999999, 0.0799999999999999, 0.0399999999999999]",0.5951700641394967,0.6399999999999999,0.744,0.64,0.001,0.692,345,1300
water buffalo,4,"['ox', 'hornbill', 'lhasa apso', 'bullock cart']","[0.04, 0.02, 0.02, 0.02]",1.1547005383792517,0.9,0.833,0.9,0.001,0.866,346,1300
bison,5,"['flat coated retriever', 'groenendael dog', 'wild boar', 'ox', 'african bush elephant']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8999999999999999,0.938,0.9,0.001,0.919,347,1300
ram adult male sheep,7,"['bighorn sheep', 'bedlington terrier', 'australian kelpie', 'pig', 'ox']","[0.24, 0.02, 0.02, 0.02, 0.02]",1.4999999999999991,0.64,0.667,0.64,0.001,0.654,348,1300
bighorn sheep,3,"['ram adult male sheep', 'cougar', 'alpine ibex']","[0.22, 0.02, 0.02]",0.7071067811865475,0.74,0.755,0.74,0.001,0.748,349,1300
alpine ibex,1,['ram adult male sheep'],[0.04],0.0,0.96,0.96,0.96,0.001,0.96,350,1300
hartebeest,2,"['water buffalo', 'impala antelope']","[0.02, 0.02]",0.0,0.96,0.98,0.96,0.001,0.97,351,1300
impala antelope,1,['gazelle'],[0.1599999999999999],0.0,0.84,0.824,0.84,0.001,0.832,352,1300
gazelle,5,"['impala antelope', 'italian greyhound', 'warthog', 'hartebeest', 'llama']","[0.1599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.5000000000000004,0.7599999999999999,0.776,0.76,0.001,0.768,353,1300
arabian camel,1,['dog sled'],[0.02],0.0,0.98,0.961,0.98,0.001,0.97,354,1300
llama,4,"['red fox', 'ram adult male sheep', 'african bush elephant', 'chain link fence']","[0.02, 0.02, 0.02, 0.02]",0.0,0.9200000000000002,0.939,0.92,0.001,0.93,355,1300
weasel,7,"['european polecat', 'mink', 'otter', 'badger', 'black footed ferret']","[0.26, 0.06, 0.06, 0.06, 0.04]",1.4658627908547486,0.48,0.667,0.48,0.001,0.574,356,1300
mink,5,"['black grouse', 'marmot', 'weasel', 'european polecat', 'otter']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8999999999999999,0.726,0.9,0.001,0.813,357,1300
european polecat,5,"['mink', 'black footed ferret', 'weasel', 'skunk', 'scarf']","[0.1199999999999999, 0.1199999999999999, 0.0999999999999999, 0.0199999999999999, 0.0199999999999999]",-0.3365218792190078,0.6199999999999999,0.492,0.62,0.001,0.556,358,1300
black footed ferret,6,"['european polecat', 'weasel', 'mink', 'badger', 'guenon']","[0.2799999999999999, 0.04, 0.02, 0.02, 0.02]",1.4791014495985362,0.6,0.769,0.6,0.001,0.684,359,1300
otter,7,"['mink', 'sea lion', 'weasel', 'platypus', 'dugong']","[0.1, 0.04, 0.04, 0.02, 0.02]",1.1642636431747195,0.7400000000000001,0.804,0.74,0.001,0.772,360,1300
skunk,4,"['badger', 'great pyrenees dog', 'european polecat', 'shower curtain']","[0.04, 0.02, 0.02, 0.02]",1.1547005383792517,0.8999999999999999,0.957,0.9,0.001,0.928,361,1300
badger,4,"['boxer', 'hamster', 'marmot', 'black footed ferret']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.868,0.92,0.001,0.894,362,1300
armadillo,3,"['green mamba', 'mongoose', 'hay']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.9399999999999998,0.904,0.94,0.001,0.922,363,1300
three toed sloth,1,['geoffroys spider monkey'],[0.02],0.0,0.98,0.942,0.98,0.001,0.961,364,1300
orangutan,4,"['great grey owl', 'dingo', 'chimpanzee', 'baboon']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.9199999999999998,0.939,0.92,0.001,0.93,365,1300
gorilla,5,"['chimpanzee', 'siamang', 'three toed sloth', 'indri', 'hoop skirt']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.86,0.915,0.86,0.001,0.888,366,1300
chimpanzee,4,"['american black bear', 'gorilla', 'gibbon', 'wheelbarrow']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.885,0.92,0.001,0.903,367,1300
gibbon,7,"['siamang', 'titi monkey', 'meerkat', 'llama', 'orangutan']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.8,0.769,0.8,0.001,0.784,368,1300
siamang,7,"['gibbon', 'macaque', 'sloth bear', 'gorilla', 'patas monkey']","[0.16, 0.04, 0.02, 0.02, 0.02]",1.4286267334338292,0.7,0.854,0.7,0.001,0.777,369,1300
guenon,4,"['titi monkey', 'macaque', 'meerkat', 'baboon']","[0.06, 0.04, 0.02, 0.02]",0.4933822002181591,0.86,0.86,0.86,0.001,0.86,370,1300
patas monkey,10,"['baboon', 'chimpanzee', 'proboscis monkey', 'lion', 'gorilla']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.7200000000000001,0.692,0.72,0.001,0.706,371,1300
baboon,5,"['african wild dog', 'warthog', 'gazelle', 'guenon', 'patas monkey']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.9,0.833,0.9,0.001,0.866,372,1300
macaque,5,"['patas monkey', 'langur', 'guenon', 'white headed capuchin', 'titi monkey']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.7600000000000001,0.776,0.76,0.001,0.768,373,1300
langur,7,"['patas monkey', 'macaque', 'three toed sloth', 'proboscis monkey', 'titi monkey']","[0.18, 0.06, 0.02, 0.02, 0.02]",1.2909944487358054,0.66,0.868,0.66,0.001,0.764,374,1300
black and white colobus,6,"['vulture', 'chimpanzee', 'gibbon', 'guenon', 'howler monkey']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.8799999999999999,0.957,0.88,0.001,0.918,375,1300
proboscis monkey,0,[],[],0.0,1.0,0.926,1.0,0.001,0.963,376,1300
marmoset,4,"['titi monkey', 'common squirrel monkey', 'tarantula', 'indri']","[0.12, 0.1, 0.02, 0.02]",0.0714128920414851,0.74,0.881,0.74,0.001,0.81,377,1300
white headed capuchin,5,"['geoffroys spider monkey', 'gibbon', 'black and white colobus', 'titi monkey', 'indri']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.88,0.786,0.88,0.001,0.833,378,1300
howler monkey,3,"['geoffroys spider monkey', 'sloth bear', 'white headed capuchin']","[0.04, 0.02, 0.02]",0.7071067811865479,0.92,0.902,0.92,0.001,0.911,379,1300
titi monkey,5,"['common squirrel monkey', 'marmoset', 'white headed capuchin', 'indri', 'tile roof']","[0.18, 0.02, 0.02, 0.02, 0.02]",1.4999999999999998,0.74,0.587,0.74,0.001,0.664,380,1300
geoffroys spider monkey,11,"['common squirrel monkey', 'white headed capuchin', 'howler monkey', 'green iguana', 'gibbon']","[0.16, 0.06, 0.06, 0.02, 0.02]",1.0627434040712462,0.5599999999999999,0.683,0.56,0.001,0.622,381,1300
common squirrel monkey,5,"['titi monkey', 'white headed capuchin', 'patas monkey', 'marmoset', 'ring tailed lemur']","[0.1399999999999999, 0.04, 0.02, 0.02, 0.02]",1.4035141563500906,0.7600000000000001,0.603,0.76,0.001,0.682,382,1300
ring tailed lemur,2,"['indri', 'grey fox']","[0.2999999999999999, 0.02]",8.28621266192537e-17,0.68,0.944,0.68,0.001,0.812,383,1300
indri,2,"['white headed capuchin', 'titi monkey']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.658,0.96,0.001,0.809,384,1300
asian elephant,7,"['tusker', 'african bush elephant', 'triceratops', 'rhodesian ridgeback', 'mexican hairless dog xoloitzcuintli']","[0.26, 0.06, 0.02, 0.02, 0.02]",1.4035141563500912,0.58,0.492,0.58,0.001,0.536,385,1300
african bush elephant,3,"['asian elephant', 'tusker', 'orangutan']","[0.2999999999999999, 0.18, 0.02]",-0.172800544078651,0.5,0.714,0.5,0.001,0.607,386,1300
red panda,2,"['giant panda', 'meerkat']","[0.04, 0.02]",1.030425744730223e-15,0.94,0.959,0.94,0.001,0.95,387,1300
giant panda,2,"['neck brace', 'sandal']","[0.02, 0.02]",0.0,0.96,0.923,0.96,0.001,0.942,388,1300
snoek fish,4,"['tiger shark', 'gar fish', 'snorkel', 'coral reef']","[0.04, 0.04, 0.02, 0.02]",4.68375338513738e-16,0.8800000000000002,0.917,0.88,0.001,0.899,389,1300
eel,10,"['sea snake', 'butcher shop', 'coral reef', 'worm snake', 'water snake']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.7200000000000001,0.947,0.72,0.001,0.833,390,1165
silver salmon,4,"['snoek fish', 'sturgeon', 'pufferfish', 'bubble']","[0.04, 0.04, 0.02, 0.02]",4.68375338513738e-16,0.88,0.88,0.88,0.001,0.88,391,1300
rock beauty fish,2,"['electric ray', 'pufferfish']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.941,0.96,0.001,0.95,392,969
clownfish,3,"['sea anemone', 'coral reef', 'rock beauty fish']","[0.2, 0.06, 0.02]",0.5673165779937295,0.7200000000000001,0.947,0.72,0.001,0.833,393,1300
sturgeon,4,"['centipede', 'slug', 'butcher shop', 'catamaran']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.852,0.92,0.001,0.886,394,1300
gar fish,9,"['stingray', 'smooth newt', 'komodo dragon', 'eastern hog nosed snake', 'platypus']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8199999999999998,0.932,0.82,0.001,0.876,395,1300
lionfish,3,"['ant', 'strainer', 'coral reef']","[0.02, 0.02, 0.02]",0.0,0.94,0.979,0.94,0.001,0.96,396,1300
pufferfish,5,"['electric ray', 'ostrich', 'lionfish', 'snorkel', 'scuba diver']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.88,0.917,0.88,0.001,0.899,397,1300
abacus,8,"['storage chest', 'dining table', 'metal nail', 'necklace', 'eraser']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.84,0.84,0.84,0.001,0.84,398,1300
abaya,7,"['academic gown', 'trench coat', 'schipperke', 'altar', 'poke bonnet']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8199999999999998,0.732,0.82,0.001,0.776,399,1300
academic gown,6,"['graduation cap', 'military hat bearskin or shako', 'handkerchief', 'steel drum', 'scarf']","[0.3, 0.02, 0.02, 0.02, 0.02]",1.4999999999999998,0.6,0.556,0.6,0.001,0.578,400,1300
accordion,5,"['marimba', 'microphone', 'palace', 'vacuum cleaner', 'violin']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.9,0.882,0.9,0.001,0.891,401,1300
acoustic guitar,8,"['electric guitar', 'stage', 'accordion', 'violin', 'bassoon']","[0.1, 0.08, 0.04, 0.04, 0.02]",0.3477670622469954,0.66,0.647,0.66,0.001,0.654,402,1300
aircraft carrier,4,"['military aircraft', 'dock', 'drilling rig', 'ocean liner']","[0.06, 0.02, 0.02, 0.02]",1.1547005383792517,0.88,0.88,0.88,0.001,0.88,403,1300
airliner,2,"['military aircraft', 'airplane wing']","[0.02, 0.02]",0.0,0.96,0.814,0.96,0.001,0.887,404,1300
airship,7,"['pier', 'movie theater', 'fireboat', 'flagpole', 'toy store']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.84,0.933,0.84,0.001,0.887,405,1300
altar,6,"['vaulted or arched ceiling', 'church', 'harp', 'pipe organ', 'palace']","[0.1199999999999999, 0.0799999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.6817327184847214,0.72,0.61,0.72,0.001,0.665,406,1300
ambulance,2,"['police van', 'ford model t']","[0.04, 0.02]",1.030425744730223e-15,0.94,0.653,0.94,0.001,0.796,407,1300
amphibious vehicle,6,"['tank', 'jeep', 'lighthouse', 'half track', 'submarine']","[0.16, 0.04, 0.02, 0.02, 0.02]",1.4286267334338292,0.7200000000000001,0.923,0.72,0.001,0.822,408,1300
analog clock,4,"['wall clock', 'stopwatch', 'magnetic compass', 'oscilloscope']","[0.22, 0.04, 0.02, 0.02]",1.1229212517996203,0.7,0.556,0.7,0.001,0.628,409,1292
apiary,4,"['honeycomb', 'bow tie', 'handkerchief', 'swing']","[0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.1547005383792512,0.8799999999999999,0.8,0.88,0.001,0.84,410,1300
apron,16,"['poke bonnet', 'buckle', 'christmas stocking', 'diaper', 'flute']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.68,0.642,0.68,0.001,0.661,411,1300
trash can,22,"['turnstile', 'cottontail rabbit', 'porcupine', 'european polecat', 'barrel']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.54,0.643,0.54,0.001,0.592,412,1300
assault rifle,10,"['rifle', 'military uniform', 'wheelbarrow', 'military hat bearskin or shako', 'tandem bicycle']","[0.34, 0.1, 0.02, 0.02, 0.02]",1.290994448735805,0.4,0.769,0.4,0.001,0.584,413,1300
backpack,19,"['messenger bag', 'bulletproof vest', 'purse', 'accordion', 'ring binder']","[0.12, 0.04, 0.04, 0.02, 0.02]",1.2864700617061366,0.48,0.6,0.48,0.001,0.54,414,1300
bakery,26,"['ice cream', 'plate', 'apron', 'band aid', 'barbershop']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.42,0.368,0.42,0.001,0.394,415,1300
balance beam,3,"['gymnastic horizontal bar', 'baluster  handrail', 'library']","[0.0799999999999999, 0.0199999999999999, 0.0199999999999999]",0.7071067811865478,0.8799999999999999,0.759,0.88,0.001,0.82,416,1300
balloon,2,"['parachute', 'railroad car']","[0.04, 0.02]",1.030425744730223e-15,0.94,0.783,0.94,0.001,0.861,417,1300
ballpoint pen,12,"['eraser', 'fountain pen', 'ring binder', 'drumstick', 'lighter']","[0.12, 0.06, 0.02, 0.02, 0.02]",1.0269996056981547,0.62,0.738,0.62,0.001,0.679,418,1236
band aid,13,"['tick', 'lighter', 'matchstick', 'mitten', 'computer mouse']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.74,0.685,0.74,0.001,0.712,419,1300
banjo,2,"['acoustic guitar', 'cowboy hat']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.873,0.96,0.001,0.916,420,1300
baluster  handrail,11,"['barrel', 'high speed train', 'spiral or coil', 'infant bed', 'fountain']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.7800000000000001,0.672,0.78,0.001,0.726,421,1300
barbell,3,"['dumbbell', 'folding chair', 'military uniform']","[0.26, 0.02, 0.02]",0.7071067811865472,0.7,0.833,0.7,0.001,0.766,422,1300
barber chair,7,"['barbershop', 'ambulance', 'bra', 'home theater', 'jeans']","[0.18, 0.02, 0.02, 0.02, 0.02]",1.4999999999999998,0.7,0.745,0.7,0.001,0.722,423,1300
barbershop,13,"['barber chair', 'bakery', 'tobacco shop', 'bookstore', 'mobile phone']","[0.16, 0.06, 0.04, 0.02, 0.02]",1.218120864639941,0.54,0.574,0.54,0.001,0.557,424,1300
