classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Class Count
coffeemaker,10,"['teapot', 'drink pitcher', 'water jug', 'swing', 'bassoon']","[0.12, 0.06, 0.06, 0.04, 0.02]",0.7683612488578242,0.5999999999999999,0.536,0.6,0.001,0.568,505,1093
spiral or coil,18,"['baluster  handrail', 'dome', 'conch', 'chambered nautilus', 'bottle cap']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.5999999999999999,0.508,0.6,0.001,0.554,506,969
combination lock,22,"['padlock', 'buckle', 'abacus', 'can opener', 'chain']","[0.12, 0.04, 0.02, 0.02, 0.02]",1.362792753035554,0.44,0.564,0.44,0.001,0.502,507,985
computer keyboard,15,"['notebook computer', 'typewriter keyboard', 'analog clock', 'band aid', 'ring binder']","[0.1, 0.04, 0.02, 0.02, 0.02]",1.290994448735805,0.6,0.411,0.6,0.001,0.505,508,907
candy store,20,"['product packet  packaging', 'barbershop', 'bookstore', 'cardboard box  carton', 'toy store']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.44,0.458,0.44,0.001,0.449,509,1237
container ship,2,"['ocean liner', 'construction crane']","[0.04, 0.02]",1.030425744730223e-15,0.94,0.855,0.94,0.001,0.898,510,908
convertible,7,"['sports car', 'radiator grille', 'station wagon', 'cd player', 'limousine']","[0.12, 0.08, 0.02, 0.02, 0.02]",0.6817327184847222,0.7,0.603,0.7,0.001,0.652,511,1015
corkscrew,13,"['can opener', 'scabbard', 'flute', 'hair clip', 'hair dryer']","[0.08, 0.06, 0.02, 0.02, 0.02]",0.5929270612815718,0.64,0.762,0.64,0.001,0.701,512,1196
cornet,17,"['trombone', 'french horn', 'swing', 'acoustic guitar', 'beaker']","[0.2999999999999999, 0.06, 0.04, 0.02, 0.02]",1.4299393715804496,0.32,0.457,0.32,0.001,0.388,513,1103
cowboy boot,11,"['swing', 'shoe store', 'backpack', 'baby bib', 'bikini']","[0.12, 0.04, 0.02, 0.02, 0.02]",1.362792753035554,0.6600000000000001,0.611,0.66,0.001,0.636,514,998
cowboy hat,25,"['sombrero', 'bow tie', 'frilled necked lizard', 'cardigan welsh corgi', 'academic gown']","[0.1, 0.04, 0.02, 0.02, 0.02]",1.290994448735805,0.4000000000000001,0.408,0.4,0.001,0.404,515,1221
cradle,16,"['bassinet', 'diaper', 'mosquito net', 'apron', 'infant bed']","[0.3399999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",1.4391254127020787,0.18,0.333,0.18,0.001,0.256,516,1130
construction crane,11,"['dock', 'through arch bridge', 'airship', 'breakwater', 'container ship']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.74,0.607,0.74,0.001,0.674,517,1153
crash helmet,13,"['football helmet', 'computer mouse', 'car mirror', 'crock pot', 'hair dryer']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7,0.714,0.7,0.001,0.707,518,1062
crate,17,"['cardboard box  carton', 'apiary', 'storage chest', 'product packet  packaging', 'soda bottle']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.5000000000000001,0.431,0.5,0.001,0.466,519,1162
infant bed,14,"['bassinet', 'cradle', 'quilt', 'baluster  handrail', 'baby bib']","[0.22, 0.18, 0.04, 0.02, 0.02]",0.4520320786012498,0.34,0.773,0.34,0.0,0.556,520,891
crock pot,14,"['dutch oven', 'hot pot', 'can opener', 'coffeemaker', 'frying pan']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.66,0.717,0.66,0.001,0.688,521,1102
croquet ball,13,"['swing', 'bedlington terrier', 'broom', 'golf ball', 'maraca']","[0.08, 0.02, 0.02, 0.02, 0.02]",1.5000000000000002,0.68,0.68,0.68,0.001,0.68,522,1272
crutch,26,"['swing', 'hammer', 'broom', 'drumstick', 'jeans']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.2799999999999999,0.341,0.28,0.001,0.31,523,1113
cuirass,11,"['breastplate', 'chain mail', 'shield', 'cauldron', 'bell or wind chime']","[0.24, 0.08, 0.08, 0.02, 0.02]",1.100887377554458,0.44,0.5,0.44,0.001,0.47,524,970
dam,14,"['breakwater', 'swing', 'lakeshore', 'leatherback sea turtle', 'cocker spaniel']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.3436215967445454,0.6399999999999999,0.865,0.64,0.001,0.752,525,900
desk,13,"['desktop computer', 'laptop computer', 'dining table', 'filing cabinet', 'computer mouse']","[0.2399999999999999, 0.1199999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.026999605698154,0.3199999999999999,0.348,0.32,0.001,0.334,526,1053
desktop computer,14,"['monitor', 'crt monitor', 'desk', 'computer mouse', 'laptop computer']","[0.18, 0.12, 0.1, 0.08, 0.06]",0.6927284074925387,0.24,0.182,0.24,0.001,0.211,527,1055
rotary dial telephone,10,"['wall clock', 'storage chest', 'china cabinet', 'milk can', 'weighing scale']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7799999999999999,0.765,0.78,0.001,0.772,528,901
diaper,15,"['swing', 'bassinet', 'pajamas', 'potters wheel', 'king charles spaniel']","[0.1599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.262107135863128,0.4799999999999999,0.436,0.48,0.001,0.458,529,1171
digital clock,12,"['digital watch', 'radio', 'window screen', 'analog clock', 'desktop computer']","[0.16, 0.06, 0.04, 0.02, 0.02]",1.218120864639941,0.5599999999999999,0.483,0.56,0.001,0.522,530,1175
digital watch,15,"['stopwatch', 'digital clock', 'mobile phone', 'analog clock', 'tool kit']","[0.1599999999999999, 0.0799999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.9593861448050256,0.4799999999999999,0.533,0.48,0.001,0.506,531,796
dining table,10,"['restaurant', 'rocking chair', 'barbershop', 'cowboy hat', 'desk']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7600000000000001,0.559,0.76,0.001,0.66,532,1007
dishcloth,5,"['trilobite', 'doormat', 'mitten', 'scarf', 'wool']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8999999999999999,0.726,0.9,0.001,0.813,533,946
dishwasher,29,"['microwave oven', 'radio', 'shopping cart', 'trash can', 'bathtub']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.34,0.739,0.34,0.0,0.54,534,883
disc brake,2,"['chain', 'projector']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.828,0.96,0.001,0.894,535,941
dock,16,"['ocean liner', 'pirate ship', 'construction crane', 'paddle wheel', 'trimaran']","[0.1399999999999999, 0.1, 0.06, 0.06, 0.06]",0.8437499999999978,0.2799999999999999,0.286,0.28,0.001,0.283,536,1023
dog sled,6,"['siberian husky', 'boston terrier', 'husky', 'railroad car', 'steel drum']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.86,0.935,0.86,0.001,0.898,537,959
dome,8,"['church', 'monastery', 'palace', 'mosque', 'planetarium']","[0.1, 0.04, 0.04, 0.02, 0.02]",1.1642636431747195,0.7200000000000001,0.387,0.72,0.002,0.554,538,1012
doormat,25,"['prayer rug', 'sliding door', 'wallet', 'siberian husky', 'tabby cat']","[0.08, 0.04, 0.04, 0.02, 0.02]",0.9128709291752768,0.4000000000000001,0.444,0.4,0.001,0.422,539,1114
drilling rig,9,"['construction crane', 'ocean liner', 'pelican', 'catamaran', 'container ship']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7800000000000001,0.848,0.78,0.001,0.814,540,858
drum,21,"['drumstick', 'swing', 'maraca', 'saxophone', 'stage']","[0.16, 0.06, 0.04, 0.04, 0.04]",1.4035141563500906,0.34,0.486,0.34,0.001,0.413,541,1119
drumstick,28,"['drum', 'eraser', 'ring binder', 'hunting bow', 'tool kit']","[0.06, 0.06, 0.02, 0.02, 0.02]",0.4082482904638627,0.36,0.353,0.36,0.001,0.356,542,1221
dumbbell,21,"['barbell', 'abacus', 'beaker', 'binoculars', 'chain mail']","[0.3800000000000001, 0.02, 0.02, 0.02, 0.02]",1.5000000000000002,0.22,0.306,0.22,0.001,0.263,543,1027
dutch oven,13,"['crock pot', 'wok', 'howler monkey', 'can opener', 'frying pan']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.68,0.507,0.68,0.001,0.594,544,1259
electric fan,13,"['birdhouse', 'spiral or coil', 'crash helmet', 'disc brake', 'fountain pen']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.74,0.649,0.74,0.001,0.694,545,1073
electric guitar,10,"['stage', 'acoustic guitar', 'banjo', 'cornet', 'maraca']","[0.1399999999999999, 0.08, 0.04, 0.04, 0.04]",1.026999605698155,0.5599999999999999,0.538,0.56,0.001,0.549,546,1060
electric locomotive,5,"['railroad car', 'freight car', 'through arch bridge', 'tank', 'bus']","[0.12, 0.04, 0.02, 0.02, 0.02]",1.362792753035554,0.7800000000000001,0.75,0.78,0.001,0.765,547,920
entertainment center,6,"['home theater', 'television', 'bookcase', 'desk', 'monitor']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.8199999999999998,0.745,0.82,0.001,0.782,548,1006
envelope,21,"['handkerchief', 'oil filter', 'eraser', 'swing', 'toy poodle']","[0.04, 0.04, 0.04, 0.04, 0.02]",-1.4999999999999991,0.5,0.298,0.5,0.002,0.399,549,1318
espresso machine,16,"['coffeemaker', 'beaker', 'hand held computer', 'analog clock', 'cocktail shaker']","[0.1399999999999999, 0.04, 0.04, 0.02, 0.02]",1.3532751773025922,0.52,0.839,0.52,0.001,0.68,550,878
face powder,15,"['joystick', 'lipstick', 'bucket', 'coffee mug', 'envelope']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.66,0.673,0.66,0.001,0.667,551,1065
feather boa,18,"['hair wig', 'chihuahua', 'limousine', 'box turtle', 'persian cat']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.5599999999999999,0.364,0.56,0.002,0.462,552,1086
filing cabinet,9,"['chiffonier', 'bookcase', 'desk', 'safe', 'ring binder']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.7200000000000001,0.621,0.72,0.001,0.67,553,981
fireboat,2,"['construction crane', 'library']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.727,0.96,0.001,0.843,554,1282
fire truck,7,"['ambulance', 'construction crane', 'garbage truck', 'minibus', 'school bus']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.8599999999999999,0.86,0.86,0.001,0.86,555,1105
fire screen,29,"['tray', 'shoji screen  room divider', 'window shade', 'baluster  handrail', 'barometer']","[0.08, 0.04, 0.04, 0.02, 0.02]",0.9128709291752768,0.32,0.615,0.32,0.001,0.468,556,1151
flagpole,16,"['dome', 'church', 'pole', 'airship', 'balloon']","[0.1, 0.04, 0.04, 0.02, 0.02]",1.1642636431747195,0.5599999999999999,0.824,0.56,0.001,0.692,557,1086
flute,26,"['bassoon', 'pan flute', 'oboe', 'swing', 'violin']","[0.1, 0.06, 0.04, 0.04, 0.04]",1.1500493356615311,0.3,0.349,0.3,0.001,0.324,558,1177
folding chair,14,"['swing', 'dining table', 'tiger cat', 'car wheel', 'storage chest']","[0.1399999999999999, 0.04, 0.02, 0.02, 0.02]",1.4035141563500906,0.5800000000000001,0.707,0.58,0.001,0.644,559,959
football helmet,6,"['combine harvester', 'farm plow', 'reflex camera', 'rugby ball', 'swing']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.8799999999999999,0.733,0.88,0.001,0.806,560,1220
forklift,9,"['snowplow', 'barn', 'bookstore', 'radiator grille', 'milk can']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8,0.702,0.8,0.001,0.751,561,1181
fountain,6,"['swing', 'cowboy hat', 'grand piano', 'mosque', 'strainer']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.86,0.662,0.86,0.001,0.761,562,1176
fountain pen,7,"['ballpoint pen', 'bobsleigh', 'guillotine', 'lipstick', 'screwdriver']","[0.12, 0.02, 0.02, 0.02, 0.02]",1.4999999999999991,0.7600000000000001,0.422,0.76,0.002,0.591,563,1048
four poster bed,12,"['mosquito net', 'quilt', 'couch', 'wardrobe', 'siamese cat']","[0.08, 0.04, 0.04, 0.04, 0.02]",0.8675276172357083,0.6400000000000001,0.821,0.64,0.001,0.73,564,961
freight car,9,"['brass memorial plaque', 'mailbox', 'padlock', 'restaurant', 'scoreboard']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7800000000000001,0.696,0.78,0.001,0.738,565,504
french horn,6,"['trombone', 'bassoon', 'cornet', 'swing', 'electric guitar']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.7800000000000001,0.765,0.78,0.001,0.772,566,1099
frying pan,25,"['wok', 'dutch oven', 'guacamole', 'cauliflower', 'trash can']","[0.12, 0.08, 0.06, 0.04, 0.02]",0.3958703373438167,0.2799999999999999,0.412,0.28,0.001,0.346,567,984
fur coat,17,"['scarf', 'swing', 'cardigan', 'gordon setter', 'polar bear']","[0.1, 0.08, 0.04, 0.02, 0.02]",0.3804646084815738,0.5,0.641,0.5,0.001,0.57,568,823
garbage truck,5,"['moving van', 'tow truck', 'station wagon', 'recreational vehicle', 'snowplow']","[0.0599999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.8437499999999999,0.84,0.857,0.84,0.001,0.848,569,993
gas mask or respirator,30,"['binoculars', 'oxygen mask', 'holster', 'giant panda', 'accordion']","[0.08, 0.08, 0.04, 0.02, 0.02]",0.2115471544831129,0.26,0.684,0.26,0.0,0.472,570,337
gas pump,11,"['automated teller machine', 'swing', 'sea lion', 'barbershop', 'limousine']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.74,0.725,0.74,0.001,0.732,571,1102
goblet,18,"['beer glass', 'cocktail shaker', 'coffee mug', 'plectrum', 'drink pitcher']","[0.18, 0.06, 0.04, 0.04, 0.04]",1.4286267334338287,0.36,0.783,0.36,0.0,0.572,572,1008
go kart,7,"['race car', 'barrel', 'military hat bearskin or shako', 'bobsleigh', 'lawn mower']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8200000000000001,0.932,0.82,0.001,0.876,573,1145
golf ball,8,"['baseball', 'croquet ball', 'dumbbell', 'envelope', 'lens cap']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.84,0.913,0.84,0.001,0.876,574,1067
golf cart,17,"['jeep', 'police van', 'race car', 'tricycle', 'ambulance']","[0.04, 0.04, 0.04, 0.04, 0.02]",-1.4999999999999991,0.5800000000000001,0.967,0.58,0.001,0.774,575,1115
gondola,2,"['cradle', 'ocean liner']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.906,0.96,0.001,0.933,576,884
gong,12,"['bell or wind chime', 'drum', 'trilobite', 'analog clock', 'binoculars']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.7,0.686,0.7,0.001,0.693,577,1333
gown,17,"['hoop skirt', 'bridegroom', 'overskirt', 'sarong', 'swing']","[0.16, 0.08, 0.06, 0.04, 0.04]",1.1210847078122883,0.36,0.45,0.36,0.001,0.405,578,731
grand piano,7,"['upright piano', 'banjo', 'breakwater', 'punching bag', 'shopping basket']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8200000000000001,0.41,0.82,0.002,0.615,579,1052
greenhouse,13,"['vaulted or arched ceiling', 'wheelbarrow', 'chain link fence', 'football helmet', 'mobile home']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7200000000000001,0.61,0.72,0.001,0.665,580,1075
radiator grille,10,"['station wagon', 'police van', 'trash can', 'convertible', 'measuring cup']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7600000000000001,0.422,0.76,0.002,0.591,581,1091
grocery store,20,"['bakery', 'dungeness crab', 'crayfish', 'bookstore', 'butcher shop']","[0.1, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.52,0.542,0.52,0.001,0.531,582,1033
guillotine,33,"['swing', 'crate', 'mobile home', 'throne', 'altar']","[0.18, 0.04, 0.04, 0.04, 0.02]",1.431697254637636,0.12,0.5,0.12,0.0,0.31,583,346
hair clip,25,"['safety pin', 'quill', 'baby bib', 'bottle cap', 'bow tie']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.44,0.355,0.44,0.001,0.397,584,1309
hair spray,30,"['lotion', 'swing', 'beer bottle', 'bow tie', 'water bottle']","[0.1, 0.1, 0.04, 0.04, 0.04]",0.4082482904638626,0.16,0.25,0.16,0.001,0.205,585,808
half track,11,"['tank', 'convertible', 'electric fan', 'lawn mower', 'sawmill']","[0.1, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.7,0.7,0.7,0.001,0.7,586,1025
hammer,30,"['swing', 'ballpoint pen', 'clothes iron', 'power drill', 'salt shaker']","[0.08, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.2,0.244,0.2,0.001,0.222,587,940
hamper,16,"['indian cobra', 'tabby cat', 'bakery', 'bassinet', 'handkerchief']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.68,0.68,0.68,0.001,0.68,588,1131
hair dryer,25,"['laptop computer', 'seat belt', 'bouvier des flandres dog', 'greater swiss mountain dog', 'accordion']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.44,0.468,0.44,0.001,0.454,589,1205
hand held computer,14,"['mobile phone', 'computer keyboard', 'remote control', 'keyboard space bar', 'ballpoint pen']","[0.2399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.4658627908547486,0.4399999999999999,0.71,0.44,0.001,0.575,590,916
handkerchief,14,"['envelope', 'pillow', 'shower curtain', 'tray', 'apron']","[0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",-1.4999999999999998,0.6399999999999999,0.525,0.64,0.001,0.582,591,1192
hard disk drive,11,"['harmonica', 'menu', 'cassette', 'combination lock', 'disc brake']","[0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.4082482904638635,0.7399999999999999,0.74,0.74,0.001,0.74,592,970
harmonica,23,"['flute', 'bow tie', 'microphone', 'seat belt', 'boa constrictor']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.44,0.5,0.44,0.001,0.47,593,1268
harp,6,"['baluster  handrail', 'bassoon', 'carousel', 'cello', 'grand piano']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.8799999999999999,0.8,0.88,0.001,0.84,594,1208
combine harvester,8,"['threshing machine', 'jigsaw puzzle', 'lawn mower', 'farm plow', 'swing']","[0.08, 0.02, 0.02, 0.02, 0.02]",1.5000000000000002,0.7799999999999999,0.542,0.78,0.001,0.661,595,1052
hatchet,34,"['swing', 'hammer', 'hook', 'ocarina', 'indigo bunting']","[0.1399999999999999, 0.06, 0.04, 0.04, 0.02]",1.1701586322559543,0.12,0.375,0.12,0.0,0.248,596,493
holster,12,"['wallet', 'buckle', 'swing', 'bulletproof vest', 'clogs']","[0.08, 0.06, 0.04, 0.02, 0.02]",0.3631734744194302,0.64,0.508,0.64,0.001,0.574,597,893
home theater,12,"['entertainment center', 'television', 'music speaker', 'desktop computer', 'movie theater']","[0.0999999999999999, 0.0999999999999999, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",-0.3631734744194304,0.42,0.553,0.42,0.001,0.487,598,978
honeycomb,16,"['apiary', 'loggerhead sea turtle', 'trilobite', 'harvestman', 'ant']","[0.1, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.6,0.638,0.6,0.001,0.619,599,1028
hook,38,"['bolo tie', 'chain', 'construction crane', 'necklace', 'spindle']","[0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.0,0.1199999999999999,0.222,0.12,0.001,0.171,600,1110
hoop skirt,16,"['overskirt', 'swing', 'gown', 'military hat bearskin or shako', 'desk']","[0.1, 0.1, 0.04, 0.02, 0.02]",0.2961528510345608,0.5,0.51,0.5,0.001,0.505,601,1029
gymnastic horizontal bar,8,"['swing', 'parallel bars', 'balance beam', 'pole', 'diaper']","[0.22, 0.08, 0.06, 0.04, 0.02]",1.2099004414720482,0.52,0.553,0.52,0.001,0.536,602,1016
horse drawn vehicle,8,"['rickshaw', 'bullock cart', 'pig', 'water buffalo', 'bobsleigh']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8,0.727,0.8,0.001,0.764,603,1146
hourglass,5,"['abacus', 'beaker', 'cocktail shaker', 'computer mouse', 'whiskey jug']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8999999999999999,0.882,0.9,0.001,0.891,604,1005
ipod,12,"['cassette', 'clothes iron', 'notebook computer', 'oscilloscope', 'remote control']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.7599999999999999,0.576,0.76,0.001,0.668,605,1030
clothes iron,17,"['bookcase', 'analog clock', 'bassinet', 'bucket', 'can opener']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.64,0.653,0.64,0.001,0.647,606,1152
carved pumpkin,2,"['candle', 'church']","[0.0199999999999999, 0.0199999999999999]",0.0,0.96,0.814,0.96,0.001,0.887,607,899
jeans,22,"['swing', 'apron', 'sidewinder rattlesnake', 'wheelbarrow', 'bow tie']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.48,0.615,0.48,0.001,0.548,608,880
jeep,12,"['fire truck', 'mobile home', 'pickup truck', 'amphibious vehicle', 'station wagon']","[0.04, 0.04, 0.04, 0.02, 0.02]",-0.4082482904638626,0.7,0.778,0.7,0.001,0.739,609,1180
t shirt,15,"['sweatshirt', 'baby bib', 'cowboy hat', 'electric guitar', 'handkerchief']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.66,0.569,0.66,0.001,0.614,610,1118
jigsaw puzzle,7,"['swing', 'nematode', 'bakery', 'pan flute', 'prayer rug']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8400000000000001,0.609,0.84,0.001,0.724,611,1230
rickshaw,3,"['tandem bicycle', 'swing', 'sandbar']","[0.02, 0.02, 0.02]",0.0,0.94,0.734,0.94,0.001,0.837,612,1245
joystick,16,"['computer keyboard', 'remote control', 'cassette player', 'cd player', 'rotary dial telephone']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.64,0.593,0.64,0.001,0.616,613,1189
kimono,7,"['cello', 'gown', 'overskirt', 'swing', 'vestment']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.8599999999999999,0.632,0.86,0.001,0.746,614,1082
knee pad,18,"['cowboy boot', 'baby bib', 'binoculars', 'buckle', 'christmas stocking']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.62,0.674,0.62,0.001,0.647,615,1091
knot,13,"['chainsaw', 'swing', 'carolina anole', 'trilobite', 'starfish']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7,0.583,0.7,0.001,0.642,616,1042
lab coat,15,"['stethoscope', 'swing', 'african grey parrot', 'accordion', 'bookstore']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.64,0.525,0.64,0.001,0.582,617,1186
ladle,36,"['strainer', 'swing', 'crock pot', 'hammer', 'consomme']","[0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.1399999999999999,0.115,0.14,0.001,0.128,618,1021
lampshade,20,"['table lamp', 'stick insect', 'sea urchin', 'balloon', 'bolo tie']","[0.1, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.52,0.329,0.52,0.002,0.424,619,1130
laptop computer,15,"['notebook computer', 'desk', 'desktop computer', 'hand held computer', 'triceratops']","[0.4400000000000001, 0.06, 0.06, 0.04, 0.02]",1.466891067350495,0.18,0.164,0.18,0.001,0.172,620,1149
lawn mower,9,"['swing', 'apron', 'assault rifle', 'crutch', 'reflex camera']","[0.1, 0.02, 0.02, 0.02, 0.02]",1.4999999999999996,0.74,0.569,0.74,0.001,0.654,621,1157
lens cap,19,"['reflex camera', 'tripod', 'french bulldog', 'backpack', 'barbell']","[0.2, 0.04, 0.02, 0.02, 0.02]",1.456547284601344,0.42,0.447,0.42,0.001,0.434,622,1113
letter opener,32,"['fountain pen', 'buckle', 'envelope', 'pencil sharpener', 'block plane']","[0.08, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.2,0.333,0.2,0.001,0.266,623,829
library,14,"['bookstore', 'bookcase', 'accordion', 'altar', 'cloak']","[0.12, 0.04, 0.02, 0.02, 0.02]",1.362792753035554,0.6,0.536,0.6,0.001,0.568,624,1031
lifeboat,5,"['motorboat', 'canoe', 'fireboat', 'ocean liner', 'beach']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.8799999999999999,1.0,0.88,0.001,0.94,625,996
lighter,30,"['candle', 'matchstick', 'trash can', 'ballpoint pen', 'swimming cap']","[0.0999999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.2909944487358054,0.2999999999999999,0.405,0.3,0.001,0.353,626,1019
limousine,11,"['radiator grille', 'ambulance', 'station wagon', 'convertible', 'library']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.74,0.712,0.74,0.001,0.726,627,1076
ocean liner,6,"['container ship', 'dock', 'analog clock', 'fireboat', 'library']","[0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.4082482904638635,0.84,0.677,0.84,0.001,0.758,628,1056
lipstick,18,"['face powder', 'candle', 'computer keyboard', 'candy store', 'fountain pen']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.62,0.484,0.62,0.001,0.552,629,1043
slip on shoe,10,"['clogs', 'cowboy boot', 'park bench', 'storage chest', 'electric fan']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.3436215967445454,0.72,0.632,0.72,0.001,0.676,630,917
lotion,15,"['perfume', 'beaker', 'beer bottle', 'soda bottle', 'sunscreen']","[0.1, 0.04, 0.04, 0.04, 0.04]",1.4999999999999996,0.52,0.481,0.52,0.001,0.5,631,1305
music speaker,25,"['cassette player', 'radio', 'swing', 'trash can', 'baluster  handrail']","[0.04, 0.04, 0.04, 0.02, 0.02]",-0.4082482904638626,0.44,0.595,0.44,0.001,0.518,632,1047
loupe magnifying glass,34,"['polaroid camera', 'hammer', 'reflex camera', 'safety pin', 'sea anemone']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.3714193236627636e-15,0.2199999999999999,0.478,0.22,0.0,0.349,633,1247
