classname,qty nonzero cols,most confused classnames,most confused scores,skewness of normalized confusion scores,Accuracy,Precision,Recall,Frequency,Balanced Accuracy,index,Class Count
cloak,29,"['abaya', 'backpack', 'fur coat', 'hair wig', 'laptop computer']","[0.1, 0.08, 0.08, 0.06, 0.04]",-0.2715454178836394,0.1399999999999999,0.636,0.14,0.0,0.388,501,322
clogs,29,"['sandal', 'holster', 'cowboy boot', 'lawn mower', 'slip on shoe']","[0.18, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.2332237528390593,0.0399999999999999,1.0,0.04,0.0,0.52,502,82
cocktail shaker,21,"['measuring cup', 'drink pitcher', 'salt shaker', 'table lamp', 'water bottle']","[0.04, 0.04, 0.04, 0.04, 0.04]",0.0,0.48,0.558,0.48,0.001,0.519,503,375
coffee mug,25,"['tea cup', 'eggnog', 'lampshade', 'teapot', 'espresso']","[0.1, 0.06, 0.04, 0.04, 0.04]",1.1500493356615311,0.32,0.208,0.32,0.002,0.264,504,1963
coffeemaker,19,"['drink pitcher', 'teapot', 'stove', 'candle', 'cocktail shaker']","[0.1399999999999999, 0.08, 0.06, 0.04, 0.04]",0.9704949588309444,0.32,0.4,0.32,0.001,0.36,505,394
spiral or coil,24,"['library', 'balloon', 'movie theater', 'fountain', 'necklace']","[0.08, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.34,0.708,0.34,0.0,0.524,506,381
combination lock,14,"['padlock', 'radio', 'mobile phone', 'electrical switch', 'backpack']","[0.1399999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",0.8478566294318493,0.4999999999999999,0.676,0.5,0.001,0.588,507,419
computer keyboard,12,"['laptop computer', 'desk', 'movie theater', 'remote control', 'cocktail shaker']","[0.1599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",1.262107135863128,0.5399999999999999,0.443,0.54,0.001,0.492,508,481
candy store,20,"['grocery store', 'bookstore', 'slot machine', 'altar', 'bottle cap']","[0.24, 0.1, 0.04, 0.02, 0.02]",1.1029293035190202,0.2799999999999999,0.56,0.28,0.001,0.42,509,341
container ship,3,"['dock', 'construction crane', 'forklift']","[0.04, 0.02, 0.02]",0.7071067811865479,0.92,0.568,0.92,0.002,0.744,510,906
convertible,8,"['sports car', 'limousine', 'pickup truck', 'ambulance', 'station wagon']","[0.12, 0.08, 0.04, 0.02, 0.02]",0.6122692078855394,0.6600000000000001,0.532,0.66,0.001,0.596,511,364
corkscrew,19,"['necklace', 'can opener', 'rifle', 'scabbard', 'backpack']","[0.08, 0.04, 0.04, 0.04, 0.02]",0.8675276172357083,0.5000000000000001,0.641,0.5,0.001,0.57,512,393
cornet,15,"['trombone', 'saxophone', 'bridegroom', 'violin', 'backpack']","[0.26, 0.1, 0.06, 0.04, 0.02]",1.1724019249777442,0.32,0.552,0.32,0.001,0.436,513,461
cowboy boot,17,"['backpack', 'kimono', 'shoe store', 'sunglasses.1', 'bridegroom']","[0.1, 0.04, 0.04, 0.04, 0.04]",1.4999999999999996,0.5,0.781,0.5,0.001,0.641,514,418
cowboy hat,22,"['sunglasses.1', 'backpack', 'triceratops', 'shetland sheepdog', 'acoustic guitar']","[0.1, 0.08, 0.02, 0.02, 0.02]",0.5071295169770311,0.42,0.7,0.42,0.001,0.56,515,497
cradle,17,"['bassinet', 'infant bed', 'backpack', 'bathtub', 'mosquito net']","[0.1999999999999999, 0.18, 0.0799999999999999, 0.0599999999999999, 0.0399999999999999]",0.3236269295627413,0.1599999999999999,0.533,0.16,0.0,0.347,516,335
construction crane,15,"['nematode', 'airliner', 'balloon', 'bathtub', 'breakwater']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.7,0.729,0.7,0.001,0.714,517,424
crash helmet,15,"['sunglasses.1', 'backpack', 'vespa', 'mountain bike', 'baseball']","[0.06, 0.04, 0.04, 0.04, 0.02]",3.4285483091569353e-16,0.5999999999999999,0.833,0.6,0.001,0.716,518,344
crate,25,"['grocery store', 'bookstore', 'cardboard box  carton', 'forklift', 'honeycomb']","[0.1, 0.04, 0.04, 0.04, 0.04]",1.4999999999999996,0.34,0.472,0.34,0.001,0.406,519,549
infant bed,9,"['quilt', 'dining table', 'rocking chair', 'backpack', 'bassinet']","[0.1, 0.04, 0.04, 0.02, 0.02]",1.1642636431747195,0.7,0.455,0.7,0.002,0.578,520,978
crock pot,10,"['hot pot', 'american lobster', 'stove', 'strainer', 'plate']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7799999999999999,0.542,0.78,0.001,0.661,521,830
croquet ball,16,"['soccer ball', 'cricket insect', 'baseball', 'bathtub', 'golf ball']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.5,0.735,0.5,0.001,0.617,522,349
crutch,30,"['rocking chair', 'backpack', 'basketball', 'vespa', 'necklace']","[0.1199999999999999, 0.0999999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.507129516977032,0.1399999999999999,0.368,0.14,0.0,0.254,523,379
cuirass,18,"['breastplate', 'bathtub', 'backpack', 'mask', 'stove']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.48,0.429,0.48,0.001,0.454,524,426
dam,14,"['fountain', 'baseball', 'breakwater', 'church', 'dock']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7,0.565,0.7,0.001,0.632,525,542
desk,8,"['laptop computer', 'desktop computer', 'library', 'dining table', 'monitor']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.7600000000000001,0.142,0.76,0.005,0.451,526,3374
desktop computer,13,"['desk', 'monitor', 'crt monitor', 'laptop computer', 'printer']","[0.42, 0.1199999999999999, 0.0999999999999999, 0.0599999999999999, 0.0399999999999999]",1.3468038256866277,0.0999999999999999,0.278,0.1,0.0,0.189,527,422
rotary dial telephone,13,"['sewing machine', 'analog clock', 'baseball', 'bathtub', 'mobile phone']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7000000000000001,0.854,0.7,0.001,0.777,528,469
diaper,23,"['bathtub', 'infant bed', 'bassinet', 'backpack', 'pajamas']","[0.08, 0.08, 0.06, 0.04, 0.04]",-6.136635327546054e-16,0.2999999999999999,0.556,0.3,0.001,0.428,529,350
digital clock,19,"['mobile phone', 'digital watch', 'radio', 'sunglasses.1', 'analog clock']","[0.06, 0.06, 0.04, 0.04, 0.02]",-0.3436215967445465,0.5000000000000001,0.641,0.5,0.001,0.57,530,596
digital watch,15,"['sunglasses.1', 'stopwatch', 'digital clock', 'backpack', 'analog clock']","[0.1, 0.08, 0.06, 0.04, 0.02]",0.0,0.5,0.556,0.5,0.001,0.528,531,378
dining table,5,"['restaurant', 'barbershop', 'golf cart', 'library', 'dough']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.8799999999999999,0.262,0.88,0.003,0.571,532,2739
dishcloth,6,"['gila monster', 'bathtub', 'doormat', 'pillow', 'quilt']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.88,0.647,0.88,0.001,0.764,533,544
dishwasher,18,"['microwave oven', 'bathtub', 'oscilloscope', 'plate rack', 'refrigerator']","[0.08, 0.06, 0.04, 0.04, 0.04]",0.8437499999999998,0.4599999999999999,0.469,0.46,0.001,0.464,534,2001
disc brake,6,"['mountain bike', 'car wheel', 'lawn mower', 'moped', 'vespa']","[0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.4999999999999984,0.8599999999999999,0.86,0.86,0.001,0.86,535,404
dock,15,"['container ship', 'catamaran', 'pirate ship', 'construction crane', 'fountain']","[0.16, 0.08, 0.08, 0.06, 0.04]",1.001323728445919,0.34,0.321,0.34,0.001,0.33,536,405
dog sled,5,"['airedale terrier', 'boston terrier', 'siberian husky', 'mountain bike', 'railroad car']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.9,0.75,0.9,0.001,0.825,537,554
dome,7,"['church', 'mosque', 'palace', 'backpack', 'planetarium']","[0.2, 0.18, 0.04, 0.02, 0.02]",0.4026563426231833,0.5,0.595,0.5,0.001,0.548,538,427
doormat,26,"['backpack', 'quilt', 'necklace', 'comic book', 'brittany dog']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999]",0.2715454178836398,0.3399999999999999,0.447,0.34,0.001,0.394,539,708
drilling rig,9,"['container ship', 'gar fish', 'basketball', 'catamaran', 'construction crane']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.8,0.889,0.8,0.001,0.844,540,451
drum,24,"['stage', 'backpack', 'steel drum', 'baseball', 'sunglasses.1']","[0.1, 0.08, 0.08, 0.04, 0.04]",-0.1111111111111114,0.2799999999999999,0.538,0.28,0.001,0.409,541,348
drumstick,36,"['drum', 'backpack', 'hammer', 'microphone', 'pencil sharpener']","[0.08, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.1,0.833,0.1,0.0,0.466,542,110
dumbbell,20,"['barbell', 'lawn mower', 'punching bag', 'abacus', 'bra']","[0.32, 0.04, 0.04, 0.02, 0.02]",1.4778827833509571,0.26,0.382,0.26,0.001,0.321,543,473
dutch oven,19,"['crock pot', 'eggnog', 'cauldron', 'frying pan', 'hot pot']","[0.1399999999999999, 0.06, 0.04, 0.04, 0.04]",1.3627927530355548,0.4000000000000001,0.625,0.4,0.001,0.512,544,385
electric fan,10,"['crash helmet', 'southern black widow', 'birdhouse', 'disc brake', 'electric guitar']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7799999999999999,0.684,0.78,0.001,0.732,545,662
electric guitar,13,"['acoustic guitar', 'microphone', 'violin', 'stage', 'saxophone']","[0.2, 0.1, 0.1, 0.06, 0.04]",0.8591166119723822,0.34,0.472,0.34,0.001,0.406,546,1244
electric locomotive,7,"['recreational vehicle', 'tram', 'freight car', 'railroad car', 'steam locomotive']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8199999999999998,0.788,0.82,0.001,0.804,547,519
entertainment center,3,"['home theater', 'bathtub', 'crt monitor']","[0.04, 0.02, 0.02]",0.7071067811865479,0.92,0.442,0.92,0.002,0.681,548,822
envelope,21,"['ring binder', 'quilt', 'backpack', 'desk', 'notebook computer']","[0.06, 0.06, 0.04, 0.04, 0.04]",0.4082482904638629,0.42,0.262,0.42,0.002,0.341,549,1717
espresso machine,23,"['espresso', 'coffeemaker', 'electrical switch', 'cocktail shaker', 'stove']","[0.2, 0.1, 0.08, 0.04, 0.04]",0.9620295363245662,0.18,0.562,0.18,0.0,0.371,550,432
face powder,24,"['lotion', 'necklace', 'petri dish', 'bottle cap', 'candle']","[0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",-0.4082482904638636,0.4599999999999999,0.5,0.46,0.001,0.48,551,403
feather boa,17,"['sunglasses.1', 'chihuahua', 'fur coat', 'limousine', 'hair wig']","[0.08, 0.04, 0.04, 0.04, 0.04]",1.5000000000000009,0.52,0.531,0.52,0.001,0.526,552,398
filing cabinet,8,"['desk', 'library', 'printer', 'storage chest', 'crate']","[0.18, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",1.4191014536126716,0.6399999999999999,0.711,0.64,0.001,0.676,553,693
fireboat,9,"['container ship', 'fire truck', 'aircraft carrier', 'catamaran', 'construction crane']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7800000000000001,0.867,0.78,0.001,0.824,554,391
fire truck,6,"['ambulance', 'recreational vehicle', 'garbage truck', 'kimono', 'lawn mower']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8400000000000001,0.506,0.84,0.002,0.673,555,839
fire screen,30,"['quilt', 'stove', 'throne', 'bathtub', 'window shade']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3436215967445467,0.2199999999999999,0.647,0.22,0.0,0.434,556,373
flagpole,18,"['church', 'balloon', 'dome', 'bald eagle', 'backpack']","[0.1399999999999999, 0.06, 0.06, 0.02, 0.02]",0.912870929175276,0.4400000000000001,0.733,0.44,0.001,0.586,557,325
flute,27,"['violin', 'bassoon', 'marimba', 'oboe', 'backpack']","[0.1, 0.06, 0.06, 0.06, 0.04]",0.8675276172357085,0.2,0.312,0.2,0.001,0.256,558,502
folding chair,19,"['dining table', 'rocking chair', 'backpack', 'desk', 'recreational vehicle']","[0.1199999999999999, 0.1199999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638634,0.36,0.783,0.36,0.0,0.572,559,674
football helmet,6,"['basketball', 'stage', 'barbell', 'fountain', 'lawn mower']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.8199999999999998,0.837,0.82,0.001,0.828,560,527
forklift,7,"['barn', 'home theater', 'jeep', 'lawn mower', 'library']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.86,0.426,0.86,0.002,0.643,561,1748
fountain,6,"['leatherback sea turtle', 'barn', 'basketball', 'library', 'mosque']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.88,0.211,0.88,0.004,0.546,562,1247
fountain pen,21,"['ballpoint pen', 'sunglasses.1', 'crane bird', 'bathtub', 'binoculars']","[0.12, 0.04, 0.02, 0.02, 0.02]",1.362792753035554,0.4599999999999999,0.697,0.46,0.001,0.578,563,165
four poster bed,22,"['quilt', 'mosquito net', 'throne', 'bathtub', 'bookstore']","[0.1399999999999999, 0.1199999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3900528774186515,0.2399999999999999,1.0,0.24,0.0,0.62,564,109
freight car,7,"['movie theater', 'school bus', 'trash can', 'mailbox', 'race car']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8199999999999998,0.759,0.82,0.001,0.79,565,485
french horn,12,"['cornet', 'saxophone', 'trombone', 'stage', 'boa constrictor']","[0.08, 0.08, 0.06, 0.04, 0.02]",-0.3631734744194292,0.58,0.967,0.58,0.001,0.774,566,421
frying pan,24,"['dutch oven', 'wok', 'stove', 'dough', 'backpack']","[0.06, 0.06, 0.04, 0.04, 0.02]",-0.3436215967445465,0.4,0.426,0.4,0.001,0.413,567,657
fur coat,11,"['great dane', 'gibbon', 'abaya', 'swimming cap', 'bathtub']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.7799999999999998,0.39,0.78,0.002,0.585,568,1072
garbage truck,8,"['ambulance', 'tow truck', 'container ship', 'fire truck', 'minibus']","[0.08, 0.04, 0.02, 0.02, 0.02]",1.1500493356615296,0.7600000000000001,0.884,0.76,0.001,0.822,569,491
gas mask or respirator,22,"['sunglasses.1', 'oxygen mask', 'balloon', 'binoculars', 'bucket']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.5,0.781,0.5,0.001,0.641,570,419
gas pump,9,"['vending machine', 'automated teller machine', 'recreational vehicle', 'ambulance', 'barn']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999]",0.3436215967445454,0.7399999999999999,0.712,0.74,0.001,0.726,571,578
goblet,20,"['beer glass', 'table lamp', 'red wine', 'dining table', 'lampshade']","[0.1, 0.08, 0.08, 0.04, 0.04]",-0.1111111111111114,0.36,0.75,0.36,0.0,0.555,572,450
go kart,8,"['lawn mower', 'race car', 'golf cart', 'forklift', 'laptop computer']","[0.12, 0.1, 0.04, 0.02, 0.02]",0.3900528774186516,0.64,0.914,0.64,0.001,0.777,573,601
golf ball,4,"['desk', 'lawn mower', 'pillow', 'sundial']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.78,0.92,0.001,0.85,574,1065
golf cart,7,"['ambulance', 'lawn mower', 'bathtub', 'carousel', 'fire truck']","[0.0599999999999999, 0.0599999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.4082482904638634,0.7799999999999998,0.696,0.78,0.001,0.738,575,931
gondola,1,['canoe'],[0.02],0.0,0.98,0.891,0.98,0.001,0.936,576,500
gong,33,"['radio', 'table lamp', 'hamster', 'barrel', 'basketball']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.2999999999999999,0.75,0.3,0.0,0.525,577,97
gown,17,"['bridegroom', 'hoop skirt', 'kimono', 'overskirt', 'abaya']","[0.26, 0.08, 0.04, 0.04, 0.02]",1.327786963909217,0.32,0.593,0.32,0.001,0.456,578,337
grand piano,9,"['upright piano', 'bookstore', 'church', 'dining table', 'fur coat']","[0.1399999999999999, 0.04, 0.02, 0.02, 0.02]",1.4035141563500906,0.68,0.596,0.68,0.001,0.638,579,783
greenhouse,17,"['barn', 'plant pot', 'bathtub', 'fountain', 'planetarium']","[0.1, 0.06, 0.04, 0.04, 0.04]",1.1500493356615311,0.48,0.774,0.48,0.001,0.627,580,1024
radiator grille,16,"['convertible', 'pickup truck', 'ford model t', 'police van', 'accordion']","[0.08, 0.08, 0.04, 0.04, 0.02]",0.1111111111111111,0.52,0.812,0.52,0.001,0.666,581,438
grocery store,12,"['dungeness crab', 'bakery', 'bookstore', 'butcher shop', 'quilt']","[0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",0.0,0.7599999999999999,0.198,0.76,0.004,0.479,582,1137
guillotine,28,"['bathtub', 'church', 'birdhouse', 'desk', 'forklift']","[0.1399999999999999, 0.06, 0.04, 0.04, 0.04]",1.3627927530355548,0.1399999999999999,0.875,0.14,0.0,0.508,583,363
hair clip,27,"['necklace', 'quilt', 'carousel', 'pillow', 'safety pin']","[0.32, 0.06, 0.04, 0.04, 0.04]",1.4819761556523594,0.0,0.0,0.0,0.0,0.0,584,91
hair spray,28,"['bathtub', 'lotion', 'bridegroom', 'backpack', 'binoculars']","[0.12, 0.06, 0.06, 0.04, 0.04]",1.1642636431747198,0.12,0.429,0.12,0.0,0.274,585,321
half track,8,"['tank', 'lawn mower', 'barn', 'forklift', 'home theater']","[0.22, 0.04, 0.02, 0.02, 0.02]",1.4647502140275708,0.62,0.886,0.62,0.001,0.753,586,349
hammer,28,"['bathtub', 'necklace', 'sunglasses.1', 'screwdriver', 'shovel']","[0.08, 0.06, 0.06, 0.04, 0.04]",0.3436215967445477,0.26,0.342,0.26,0.001,0.301,587,471
hamper,16,"['backpack', 'kimono', 'quilt', 'shopping basket', 'hamster']","[0.04, 0.04, 0.04, 0.04, 0.02]",-1.4999999999999991,0.6,0.517,0.6,0.001,0.558,588,809
hair dryer,26,"['sunglasses.1', 'bathtub', 'coffee mug', 'screwdriver', 'sewing machine']","[0.1199999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.2599999999999999,0.481,0.26,0.001,0.37,589,332
hand held computer,13,"['mobile phone', 'laptop computer', 'printer', 'remote control', 'computer keyboard']","[0.3399999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",1.4823920963083284,0.2399999999999999,0.923,0.24,0.0,0.582,590,366
handkerchief,10,"['quilt', 'pillow', 'envelope', 'backpack', 'baseball']","[0.26, 0.12, 0.1, 0.06, 0.02]",0.8549437766180208,0.34,0.607,0.34,0.001,0.474,591,356
hard disk drive,14,"['modem', 'backpack', 'bathtub', 'cassette', 'cassette player']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.68,0.829,0.68,0.001,0.754,592,593
harmonica,26,"['bridegroom', 'microphone', 'violin', 'backpack', 'mobile phone']","[0.1, 0.08, 0.06, 0.04, 0.04]",0.3631734744194304,0.22,0.55,0.22,0.0,0.385,593,329
harp,8,"['backpack', 'balloon', 'carousel', 'cello', 'dining table']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8400000000000001,0.894,0.84,0.001,0.867,594,370
combine harvester,9,"['lawn mower', 'threshing machine', 'farm plow', 'tractor', 'forklift']","[0.1, 0.1, 0.06, 0.06, 0.04]",0.1111111111111109,0.5599999999999999,0.7,0.56,0.001,0.63,595,457
hatchet,38,"['hammer', 'backpack', 'holster', 'necklace', 'rifle']","[0.06, 0.04, 0.04, 0.04, 0.04]",1.5000000000000022,0.1,0.833,0.1,0.0,0.466,596,395
holster,9,"['backpack', 'sunglasses.1', 'saharan horned viper', 'cowboy hat', 'feather boa']","[0.0799999999999999, 0.0399999999999999, 0.0199999999999999, 0.0199999999999999, 0.0199999999999999]",1.150049335661531,0.7399999999999999,0.356,0.74,0.002,0.548,597,1102
home theater,6,"['entertainment center', 'desk', 'music speaker', 'backpack', 'movie theater']","[0.24, 0.04, 0.04, 0.02, 0.02]",1.458124996146129,0.62,0.301,0.62,0.002,0.46,598,1494
honeycomb,14,"['coral reef', 'frilled necked lizard', 'eastern diamondback rattlesnake', 'jellyfish', 'sea slug']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7,0.515,0.7,0.001,0.607,599,1113
hook,40,"['necklace', 'padlock', 'chain', 'sunglasses.1', 'ring necked snake']","[0.12, 0.06, 0.04, 0.04, 0.02]",1.0179522960269585,0.02,0.5,0.02,0.0,0.26,600,83
hoop skirt,20,"['overskirt', 'gown', 'grocery store', 'bridegroom', 'harp']","[0.0999999999999999, 0.0599999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999]",0.8675276172357081,0.3799999999999999,0.594,0.38,0.001,0.487,601,443
gymnastic horizontal bar,12,"['balance beam', 'swing', 'volleyball', 'basketball', 'backpack']","[0.24, 0.1, 0.1, 0.08, 0.04]",1.090413138617629,0.26,0.448,0.26,0.001,0.354,602,400
horse drawn vehicle,14,"['bullock cart', 'golf cart', 'irish wolfhound', 'toy poodle', 'arabian camel']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.66,0.733,0.66,0.001,0.696,603,330
hourglass,5,"['dining table', 'sunglasses.1', 'vase', 'water bottle', 'bridegroom']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.8999999999999999,0.818,0.9,0.001,0.859,604,650
ipod,9,"['radio', 'cassette', 'mobile phone', 'clothes iron', 'remote control']","[0.06, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.7799999999999999,0.619,0.78,0.001,0.7,605,1905
clothes iron,26,"['bookcase', 'sewing machine', 'backpack', 'bathtub', 'desk']","[0.06, 0.06, 0.02, 0.02, 0.02]",0.4082482904638627,0.4000000000000001,0.8,0.4,0.001,0.6,606,356
carved pumpkin,3,"['home theater', 'lampshade', 'matchstick']","[0.02, 0.02, 0.02]",0.0,0.94,0.839,0.94,0.001,0.89,607,541
jeans,19,"['backpack', 'kimono', 'sunglasses.1', 'tarantula', 'band aid']","[0.06, 0.04, 0.04, 0.02, 0.02]",0.3436215967445453,0.54,0.711,0.54,0.001,0.626,608,593
jeep,16,"['ambulance', 'recreational vehicle', 'school bus', 'fire truck', 'balloon']","[0.1, 0.1, 0.06, 0.04, 0.02]",-0.0351562500000004,0.4599999999999999,0.92,0.46,0.001,0.69,609,592
t shirt,19,"['sweatshirt', 'necklace', 'pillow', 'quilt', 'sunglasses.1']","[0.1599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.4999999999999996,0.3999999999999999,0.8,0.4,0.001,0.6,610,477
jigsaw puzzle,10,"['prayer rug', 'quilt', 'smooth green snake', 'breakwater', 'dining table']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.7600000000000002,0.76,0.76,0.001,0.76,611,673
rickshaw,8,"['crutch', 'tricycle', 'drum', 'fur coat', 'hammer']","[0.04, 0.04, 0.02, 0.02, 0.02]",0.4082482904638644,0.8,0.93,0.8,0.001,0.865,612,455
joystick,16,"['backpack', 'desk', 'laptop computer', 'microphone', 'remote control']","[0.04, 0.04, 0.04, 0.04, 0.04]",0.0,0.54,0.73,0.54,0.001,0.635,613,417
kimono,7,"['bridegroom', 'backpack', 'bassinet', 'bathtub', 'home theater']","[0.06, 0.04, 0.02, 0.02, 0.02]",0.8437499999999996,0.8,0.43,0.8,0.002,0.615,614,579
knee pad,19,"['backpack', 'pillow', 'sunglasses.1', 'holster', 'slip on shoe']","[0.0799999999999999, 0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999]",0.3436215967445467,0.3999999999999999,0.833,0.4,0.0,0.616,615,90
knot,15,"['necklace', 'stick insect', 'crayfish', 'howler monkey', 'backpack']","[0.1, 0.04, 0.02, 0.02, 0.02]",1.290994448735805,0.6,0.667,0.6,0.001,0.634,616,538
lab coat,20,"['stethoscope', 'bridegroom', 'laptop computer', 'backpack', 'feather boa']","[0.12, 0.1, 0.08, 0.04, 0.04]",0.0351562500000006,0.2799999999999999,0.636,0.28,0.0,0.458,617,419
ladle,38,"['fountain', 'frying pan', 'bucket', 'soup bowl', 'guacamole']","[0.0799999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.8437499999999997,0.0599999999999999,0.231,0.06,0.0,0.146,618,347
lampshade,13,"['table lamp', 'sea urchin', 'airship', 'balloon', 'basketball']","[0.24, 0.02, 0.02, 0.02, 0.02]",1.4999999999999991,0.52,0.232,0.52,0.002,0.376,619,984
laptop computer,9,"['desk', 'notebook computer', 'computer keyboard', 'desktop computer', 'entertainment center']","[0.1, 0.06, 0.02, 0.02, 0.02]",0.84375,0.7,0.213,0.7,0.003,0.456,620,3148
lawn mower,5,"['backpack', 'forklift', 'moped', 'rifle', 'tricycle']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.88,0.218,0.88,0.004,0.549,621,2467
lens cap,15,"['reflex camera', 'binoculars', 'backpack', 'desk', 'oil filter']","[0.1599999999999999, 0.0999999999999999, 0.0799999999999999, 0.0399999999999999, 0.0399999999999999]",0.6170311182532744,0.3799999999999999,0.594,0.38,0.001,0.487,622,486
letter opener,34,"['necklace', 'backpack', 'ballpoint pen', 'crate', 'envelope']","[0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",1.5000000000000016,0.0999999999999999,0.263,0.1,0.0,0.182,623,344
library,5,"['bookstore', 'bridegroom', 'acoustic guitar', 'basketball', 'bookcase']","[0.2, 0.04, 0.02, 0.02, 0.02]",1.456547284601344,0.7,0.187,0.7,0.004,0.444,624,1257
lifeboat,4,"['catamaran', 'drilling rig', 'fountain', 'motorboat']","[0.02, 0.02, 0.02, 0.02]",0.0,0.92,0.868,0.92,0.001,0.894,625,482
lighter,26,"['candle', 'water bottle', 'mobile phone', 'matchstick', 'microphone']","[0.0599999999999999, 0.0599999999999999, 0.0399999999999999, 0.0399999999999999, 0.0399999999999999]",0.4082482904638625,0.3199999999999999,0.291,0.32,0.001,0.306,626,515
limousine,5,"['movie theater', 'golf cart', 'minibus', 'recreational vehicle', 'snowmobile']","[0.02, 0.02, 0.02, 0.02, 0.02]",0.0,0.9,0.381,0.9,0.002,0.641,627,1572
ocean liner,5,"['container ship', 'catamaran', 'fireboat', 'recreational vehicle', 'website']","[0.04, 0.02, 0.02, 0.02, 0.02]",1.5000000000000009,0.88,0.898,0.88,0.001,0.889,628,350
lipstick,13,"['face powder', 'perfume', 'sunglasses.1', 'backpack', 'candle']","[0.04, 0.04, 0.04, 0.02, 0.02]",-0.4082482904638626,0.68,0.63,0.68,0.001,0.655,629,1093
